date;title;link;summary;publishdate
2020年9月1日（火） ;一夜限りのコヨーテ復活 完結編;https://www.tv-asahi.co.jp/londonhearts/backnumber/1664/;"
             今年5月に行った、パンサーの絆を確かめる為に、菅と向井が仕掛け人となり、尾形に対して行ったドッキリ「もしもパンサーに4人目が入ってきたら？」
番組用意の高スペックなハーフモデル・モッくんの加入に、最初は渋っていたが、徐々に気に入っていく尾形。
４人としての新コンビ名「コヨーテ」を提案するなど、予想外にのめり込んでいったので、当初はロンハーでのネタ披露を予定していたはずだったが、急遽、謝罪のネタバラシに。
そして前回、モッくんとの中途半端な別れで不完全燃焼に終わった尾形の為に、淳はコヨーテの「一夜限りのネタ披露」を提案。
大好きなモッくんとの再会に喜ぶ尾形。
その後、4人でのネタ作りの様子を隠し撮りすると、尾形は普段は見せないようなヤル気を出し、和気あいあいと進んでいった。
しかし、向井が「あくまでコヨーテは一夜限り」だと念押しした瞬間、4人になりたい尾形がまさかの豹変!!
パンサーを思う菅や向井とぶつかり合い、ドッキリを超えたマジゲンカに発展!!
そして今回は、パンサーの喧嘩がさらにヒートアップ!!
「もう4人の方がいいと思ってる！」「パンサーじゃ物足りない？」
ウォッチングする淳とザキヤマも逃げ出したくなる程の超修羅場に!! さらにパンサー解散の危機⁉
そんな中、ついに迎えるネタ披露当日、4人は無事にネタを作り上げる事が出来たのか？
さらに、向井の涙ながらの手紙に尾形も号泣!!
一体、パンサーに何が起こったのか⁉
話題沸騰のコヨーテ企画も、ついに完結。
バラエティの域を超えた完全ドキュメント、お見逃しなく!!
【出演】ロンドンブーツ1号2号／山崎弘也（アンタッチャブル）/パンサー/
安倍乙、鈴木奈々、西村歩乃果（ラストアイドル）［50音順］ 
             ";2020-09-01
2020年8月25日（火） ;一夜限りのコヨーテ復活;https://www.tv-asahi.co.jp/londonhearts/backnumber/1660/;"
             今夜のロンハーは、あのコヨーテが一夜限りの復活!!
3ヵ月前に放送した「もしもパンサーに4人目が入ってきたら？」
そもそもは、パンサーの絆を確かめる為に、仕掛け人である菅と向井が、尾形に対して行ったドッキリ。
最初は菅の要請に渋る尾形だったが、徐々に態度を軟化させ新メンバーが入る事を承諾。
さらに「コヨーテ」という新グループ名まで提案。
そして、高スペックの新メンバー、ハーフモデルのモッくんを投入するも、予想外に尾形がモッくんを気に入ってしまう。
当初は、ロンハー内で「コヨーテ」お披露目ロケをしてネタバラシをする予定だったが、４人組結成にのめり込む想定外の事態に、急遽、淳が謝罪するというネタバラシに!! 
さらに最後は、大好きなモッくんとも会えず不完全燃焼の尾形だった。
ということで今回は、そんなモヤモヤを払拭すべく、パンサー+モッくんの4人組・コヨーテを一夜限りの復活でネタを披露してもらう事に!!
その報告を淳から聞いた尾形は、モッくんとの再会で、大喜び＆本気モードに!!
その後、4人でのネタ合わせを隠し撮りすると、和気あいあいとした雰囲気で進むのだが、向井が尾形に対して「あくまでコヨーテは一夜限り」だと念押しした瞬間、4人になりたい尾形が猛反発‼
大ゲンカ勃発で、企画中止の緊急事態に!?
毎回毎回、想定通りにいかない尾形。
ウォッチングする淳とザキヤマも焦る中、今回も一筋縄ではいかない展開に!?
もはや完全ドキュメント、お楽しみに！！
【出演】ロンドンブーツ1号2号／山崎弘也（アンタッチャブル）、パンサー

             ";2020-08-25
2020年8月18日（火） ;売れっ子大集合！スタジオ芸人祭り！！「M-1グランプリから８ヵ月 ファイナリスト中間報告」;https://www.tv-asahi.co.jp/londonhearts/backnumber/1650/;"
             ミルクボーイが優勝した、昨年末のM-1グランプリから8ヵ月を経て、
4組のファイナリストが集結し近況報告！！ 前回は、M−１バブル期の今年3月に集まり、売れっ子となった現状を語ってもらったが、
コロナの影響で事態急変、メンバーたちも仕事に大打撃を受けた。 「SNSではミルクボーイ消えたと投稿された」
「20日連続で仕事が休み」
「営業が丸っきり飛んだ」
売れっ子街道を進む予定が、まさかの現状・・・。
そんな中、あの天然キャラ・ぺこぱシュウペイがデキる人間へと変貌！！
かまいたち濱家との「シュウペイvsハマペー」対決は、もう見納め！？
壁ナメ芸人・すゑひろがりず三島は、淳と有吉から下ネタイジリを連発される！？
ミルクボーイ内海が天狗になって困っていると駒場が暴露！？
スタジオゲストのM-1優勝経験者・ブラマヨ小杉の恥ずかし話も必見！！
さらに、奥さんからの暴露アンケートや、身内からのマル㊙VTRも飛び出し、
ファイナリストたちの恥ずかしい素顔や裏側が明かされる‼︎ 大爆笑のスタジオ芸人祭り、お楽しみに！！

【出演】ロンドンブーツ1号2号／有吉弘行／小杉竜一（ブラックマヨネーズ）／ かまいたち、すゑひろがりず、ぺこぱ、ミルクボーイ [50音順] 

             ";2020-08-18
2020年8月11日（火） ;「アイツ、この仕事NGだってよ!!」＆「もしもこんな2人を飲ませたら・・・」;https://www.tv-asahi.co.jp/londonhearts/backnumber/1644/;"
             大好評、「アイツ、この仕事NGだってよ!!」第２弾。
芸人というのは、どんな仕事でも、引き受けるイメージだが、キャリアを重ねるにつれ、段々と「あれイヤ、これイヤ」と、やりたくない仕事も増えていきがち。 
という事で、人気芸人たちの「実はNGにしている仕事」を隠し撮りで暴く!! 
今回は、厄介者のダイアン津田とコロチキナダルを検証。
「後輩MCの番組はイヤ」
「すべらない話はムリ」
「○○に出てるモデルは全員キライ」
など、出るわ出るわNGの嵐!!
さらに津田から「ナダルと２人きりの仕事はイヤ」
一方、ナダルからは「津田さん、急にボルテージ上がってきて怖い」と、お互いがまさかの共演NG!?
ザキヤマやニコルも驚き、スタジオは大論争の展開に!?
さらに、有吉と狩野が密室でサシ飲みロケ!
プライベートではほとんど接点が無く、性格も全く違う２人。
だがなんと酒が進むにつれ、有吉がまさかまさかの大泥酔で、ブッ壊れる‼︎
滅多に見られない有吉の姿、果たしてどんな結末に!?
【出演】ロンドンブーツ1号2号／ 山崎弘也（アンタッチャブル）／藤田ニコル／ 
大久保佳代子（オアシズ）、久保田かずのぶ（とろサーモン）、小峠英二（バイきんぐ）、津田篤宏（ダイアン）、ナダル（コロコロチキチキペッパーズ）、藤本敏史（FUJIWARA）／ 有吉弘行、狩野英孝 他[50音順]  
             ";2020-08-11
2020年8月4日（火） ;アイツ、この仕事NGだってよ!!;https://www.tv-asahi.co.jp/londonhearts/backnumber/1636/;"
             芸人というのは、どんな仕事でも、引き受けるイメージ。
特に若手の頃は、無我夢中で頑張っていたはずだが、キャリアを重ねるにつれ、段々と「アレ嫌、コレ嫌」とやりたくない仕事も増えていきがち。
そこで今回は、人気芸人たちの「実はNGにしている仕事」を隠し撮りで暴く!!
「ヘビに噛まれるのはNG」
「バンジーは絶対やらない」
「元恋人の出演はダメ」
どんな仕事でも引き受けていそうなバイきんぐ小峠が、まさかのNGを告白!!
女芸人・オアシズ大久保にも意外なNGが発覚!!
フジモンが激白した、共演NGの人物とは!? 
ターゲットたちの予想外のNG項目に、ザキヤマやNG無しのニコルも驚きの連続!!
さらに、NGを克服する為、スタジオで「箱の中身当てゲーム」を敢行!!
果たして、中身は何だ!?　
そして無事に克服出来たのか⁉
【出演】ロンドンブーツ1号2号／
山崎弘也（アンタッチャブル）／藤田ニコル／ 大久保佳代子（オアシズ）、久保田かずのぶ（とろサーモン）小峠英二（バイきんぐ）、津田篤宏（ダイアン）、ナダル（コロコロチキチキペッパーズ）、藤本敏史（FUJIWARA）[50音順] 
             ";2020-08-04
2020年7月28日（火） ;「狩野ジャム」&「芸人取扱説明書」;https://www.tv-asahi.co.jp/londonhearts/backnumber/1632/;"
             『狩野ジャム』３年ぶりに新曲を披露し、ネットで話題となった50TAをプロの音楽家が分析！！
日曜夜に放送中の人気音楽バラエティ「関ジャム」のスタイルをマネした
「狩野ジャム」で、50TAを丸裸に！！ 分析していただくプロの音楽家は、本家にも出演しているヒャダインと寺岡呼人。
果たしてプロは、50TAの歌をどのように見ているのか？
本家・関ジャム並みに深堀していく！！ 「ゆず風に感じました！」
「サビのリフレインが素晴らしい！」
予想外の分析に驚きの連続！！
そして、褒められた時の狩野の顔は必見！！ これを見れば、50TAの歌がもっと好きになる！？
【出演】田村淳／狩野英孝／
寺岡呼人、ヒャダイン／ ファーストサマーウイカ、山崎弘也(アンタッチャブル)[50音順] 『芸人取扱説明書・後半戦！！
』売れっ子11名の芸人と仕事をする上で、どんな風に接し、
どんな事に気を使えばいいのか？担当マネージャーの事前アンケートを発表！！ 「ストレスが溜まると、いきなり大声を上げる」
「ロケがうまくいかず落ち込んだときは・・・」
まだまだ飛び出すマネージャーからの暴露に、メンバーもタジタジ。
そして、とあるネタをキッカケに事態急変！！
スタジオは、かつてないカオス状態に！！
さらに、有吉やザキヤマ、ロンブーのウラ操作術も明らかに！！
マネージャーから入手した爆笑写真も必見！！
お楽しみに！！
【出演】ロンドンブーツ1号2号、有吉弘行／山崎弘也(アンタッチャブル)／岩橋良昌（プラス・マイナス）、太田博久（ジャングルポケット）、 カズレーザー（メイプル超合金）、かまいたち、草薙航基（宮下草薙）、小宮浩信（三四郎）、斉藤慎二（ジャングルポケット）、ナダル（コロコロチキチキペッパーズ）ミルクボーイ[50音順]

             ";2020-07-28
2020年7月21日（火） ;芸人取扱説明書;https://www.tv-asahi.co.jp/londonhearts/backnumber/1625/;"
             人気芸人たちを陰から支える、各所属事務所のマネージャーたち。
今回は、そんな売れっ子たちと仕事をする上で、
どんな風に接し、どういう事に気を使えばいいのか？ マネージャーに聞いた事前アンケートを一挙大放出!!
「すぐに仕事のギャラを聞いてくる」
「○○があれば機嫌がいい」
「人の名前を覚えるのが苦手で…」
Ⅿ-１王者のミルクボーイから、人気者かまいたち、しっかり者カズレーザー、
第七世代の草薙、ロンハー初登場プラス・マイナス岩橋らの 面倒クサイ一面を、マネージャーが暴露!! 本人たちも気付いていない、まさかまさかの、マネージャーからの気遣いに
有吉やザキヤマも驚きの連続!! 
出演：ロンドンブーツ1号2号、有吉弘行／山崎弘也(アンタッチャブル)／岩橋良昌（プラス・マイナス）、太田博久（ジャングルポケット）、 カズレーザー（メイプル超合金）、かまいたち、草薙航基（宮下草薙）、小宮浩信（三四郎）、斉藤慎二（ジャングルポケット）、ナダル（コロコロチキチキペッパーズ）、ミルクボーイ[50音順]  

             ";2020-07-21
2020年7月14日（火） ;「ぺこぱカウントダウンドッキリ第２弾」＆「50TA新曲アレンジコンテスト」;https://www.tv-asahi.co.jp/londonhearts/backnumber/1621/;"
             “ノリツッコまない”でお馴染みのぺこぱ松陰寺に、以前、「フレーズ待ち連続ドッキリ」を敢行。
だが、何をやってもリアクションはイマイチ。
しかし、その一方で、巻き沿いを食らった相方・シュウペイが好リアクションを見せたので、ラストのドッキリは、ターゲットを松陰寺からシュウペイに乗り換えるという前代未聞の展開に！
するとそこでもシュウペイは見事なリアクションを連発！！
ということで今回は、その時行った「カウントダウン仕掛け発動ドッキリ」を再びお見舞い！
前回よりパワーアップした仕掛けの数々に、ビビりなシュウペイがまたもや奇跡のリアクションを連発！
さらに今回は、前回リアクションが上手く取れなかった松陰寺にも仕掛ける事に！
果たして松陰寺は、リベンジなるか！？
さらに、50TAが３年ぶりに作成した新曲“ラブアース”。
「元気になる曲」というテーマで作ったのだが、これがネットで話題となった為、ロンハーは曲のアレンジを一般募集。
集まった応募作品の中から、いくつかの曲を厳選し、「50TA新曲アレンジコンテスト」を開催！
完成度の高い作品や爆笑ソングも！
皆さんも、「何コレ？すっごーい！」曲を聞いて、元気になろう！！
【出演】ロンドンブーツ1号2号／山崎弘也（アンタッチャブル）、ぺこぱ／狩野英孝／他

             ";2020-07-14
2020年7月7日（火） ;ワタナベ芸人3人が挑戦　心を合わせて脱出ゲーム!!;https://www.tv-asahi.co.jp/londonhearts/backnumber/1614/;"
             これまで、淳＆有吉＆ザキヤマ、第七世代からは、せいや＆兼近＆草薙が挑戦してきた
心を合わせて脱出ゲーム。 今回は、ワタナベエンターテインメント所属の３名がチャレンジ。
メンバーは、アンガールズ田中、ロッチ中岡、ハライチ澤部。
同じ事務所でありながら、この３名でくくられることはこれまでなかったと言うが、
ロンハーは何か面白そうなのであえてフューチャー。 事務所も一緒で、みな売れっ子同士。
この3人なら楽々クリアかと思いきや・・・ 「頭おかしいんか！？」
「いつ終わるのホンマに・・・」
と不満の嵐。さらには、
「（グーパンチ）いっちゃってんぞ！！」
と、❝ぶん殴っちゃう宣言❞まで飛び出す！！ 果たして、ワタナベ売れっ子中堅芸人の3人衆は、
無事に脱出ゲームをクリアできるのか!? ゲーム経験者の淳＆有吉＆ザキヤマの、解説や茶々入れもお楽しみに！！
【出演】ロンドンブーツ1号2号、有吉弘行／山崎弘也（アンタッチャブル）
／澤部佑（ハライチ）、田中卓志（アンガールズ）、中岡創一（ロッチ）ほか【50音順】  
             ";2020-07-07
2020年7月5日（日） よる９時からゴールデン２時間スペシャル！！;落ちて汚れて笑って…ドッキリ2時間ＳＰ;https://www.tv-asahi.co.jp/londonhearts/backnumber/1612/;"
             大人気・第七世代の３名が、ドッキリ部屋脱出ゲーム初挑戦!!
EXIT・兼近、霜降り・せいや、宮下草薙・草薙、
普段仲良しで、温厚そうなイメージの３人だが・・・ 「あんま好きじゃないんだよ、あんたらの事!!」
「ずーっと辛かった、去年１年!!」
気持ちが通じず罰ゲームを食らい続けると、溜まっていた不満が爆発！！
淳・有吉・ザキヤマも過去に苦しんだ、この恐怖のゲーム、
果たして３人は、無事に脱出することが出来るのか!? そして初開催、「ロンハー落とし穴大賞」。
これまで何人ものターゲットに仕掛けてきた、ロンハー名物落とし穴。
ドッキリレジェンド・出川は、海を越え極寒のロシアで落下！！
独身時代の南キャン山ちゃんはブラックメールで落とし穴に!!
千鳥ノブには一味変わった大クセ落とし穴をお見舞い!!
果たして、最優秀落とし穴に選ばれるのは、誰のどんな落ちっぷりなのか？そして国民的大人気芸人・サンドウィッチマンは、仲良しコンビ愛ドッキリ
富澤が相方・伊達を笑わせるため、様々なシチュエーションで連続ドッキリを敢行!!
ドッキリなのに溢れ出るコンビ愛・・・
伊達の笑顔は必見!!
７月５日 日曜夜９時からは、ゴールデン２時間スペシャル！！
大爆笑必至！ロンドンハーツは笑いで元気をお届けします！！
【出演】ロンドンブーツ1号2号/
兼近大樹（EXIT）、草薙航基（宮下草薙）、せいや（霜降り明星）、生見愛瑠 、ファーストサマーウイカ、山崎弘也(アンタッチャブル)　ほか 【50音順】 
             ";2020-07-05
2020年6月30日（火） ;ロンハー ニセ自宅リモートドッキリ;https://www.tv-asahi.co.jp/londonhearts/backnumber/1606/;"
             最近よく見る芸能人の自宅からのリモート中継番組。
しかし三四郎小宮は、自宅出しＮＧだという。
そこでロンハーは、その状況を逆手に取り、小宮に「ニセ自宅リモートドッキリ」を敢行！
ニセ番組スタッフから小宮に、「ウソの部屋を用意するので、自宅のテイで、リモート出演してほしい」とオファー。
さらに「トークベースの番組だから、部屋の中はイジらない」と、小宮を安心させる。
だが、いざ本番が始まると、淳やザキヤマ指示のもと、ニセ番組ＭＣのハリー杉山や、ニセ番組ゲストの大友康平などが、小宮のいるウソ部屋をイジりだし、ターゲットを翻弄。
しかもウソ部屋には、小宮が何の興味も無い書籍やギターなどがあり、それらを使って小宮を追い込む。
さらにクローゼットには、明らかに小宮にはデカすぎる服があり、それを試着させる！
ウソの部屋だと、絶対にバレてはいけない状況で、小宮はどう乗り切るのか!?
そして、大爆笑のリアクション系ドッキリをお届け！
その名も「天才クジラ・ビショ濡れドッキリ」。
パンサー尾形、アンガ田中の濡れっぷりは腹筋崩壊！！
お楽しみに！
【出演】ロンドンブーツ1号2号／山崎弘也（アンタッチャブル）／
板倉俊之（インパルス）、大友康平、小宮浩信（三四郎）、長月翠（ラストアイドル）、ハリー杉山、／尾形貴弘（パンサー）、オカリナ（おかずクラブ）、田中卓志（アンガールズ）、DJ KOO（TRF）／他 
             ";2020-06-30
2020年6月23日（火） ;好評企画第２弾　ナダルモテモテドッキリ　仕掛け人も傷つくGP;https://www.tv-asahi.co.jp/londonhearts/backnumber/1600/;"
             先週放送し、大好評だった「尾形モテモテ＆仕掛け人も傷つくドッキリ」。
今度はコロチキ ナダルがモテモテに！
今回も「モテモテ芸人決定戦」という偽リモート番組に挑む７人の芸人たち。
ターゲットのコロチキ ナダルは、どんな対決をしても絶対１位に選ばれるが、
２位以下の順位は、審査する女性ゲストがリアルにランク付け！！ ナダルが１位に選ばれ、悔しがる演技をしながらも、
ウラでは、残りのメンバー同士のガチ争いが繰り広げられる！！ そんな複雑で難しい仕掛け人を担うのは、ナダルの相方・西野、かまいたち濱家、三四郎小宮、さらば森田、ライス関町、フルポン村上の６名。
淳とザキヤマは、その偽番組をウォッチングし、偽番組を進行するアナウンサーに指示を入れ、ターゲットや仕掛け人たちを翻弄する。
そんな中、あるメンバーがドッキリではあり得ない致命的な失言をしてしまう！！
仕掛け人なのに傷ついちゃうという、ロンハーが生み出したこの新感覚ドッキリをお楽しみください！
【出演】田村淳（ロンドンブーツ1号2号）／山崎弘也（アンタッチャブル）／堀田茜／ 小宮浩信（三四郎）、コロコロチキチキペッパーズ、関町知弘（ライス）、 濱家隆一（かまいたち）、村上健志（フルーツポンチ）、森田哲矢（さらば青春の光）／ 野上慎平（テレビ朝日アナウンサー）【50音順】  
             ";2020-06-23
2020年6月16日（火） ;新作 尾形モテモテ＆仕掛け人も傷つくドッキリ;https://www.tv-asahi.co.jp/londonhearts/backnumber/1594/;"
             進化し続けるドッキリを送るロンハーが、また新たなドッキリを考案！！
「モテモテ芸人決定戦」という偽リモート番組に挑む７人の芸人たち。
戦いは、「センス・お笑い・かっこよさ」の全３ステージで争われ、
番組が用意した１人の美女が、ステージ毎に順位付けをし、 順位の低い者が脱落・・・となるのだが、
ターゲットのパンサー尾形は、何をやっても絶対１位に選ばれる！！ なぜなら、その美女は仕掛け人で、尾形以外の芸人全員も全てを知った上で番組に参戦しているのである。
そんな事も知らず、毎回１位の尾形は上機嫌でバトルを進めて行く！！
そしてこのドッキリにはもう１つの見所が！！
毎回、尾形が１位に選ばれる事だけはお決まりだが、
２位以下の順位は、その美女がリアルにランク付け！！ 尾形が１位に選ばれ、悔しがる演技をしながら、
ウラでは、残りのメンバー同士のガチ争いが繰り広げられているのだ！！ だから、順位が低くステージ敗退となれば、リアルにヘコむという、
まさに、❝仕掛け人も傷つくドッキリ❞なのだ！！ そんな難しい仕掛け人を担うのは、尾形の相方・向井と菅、かまいたち濱家、三四郎小宮、さらば森田、フルポン村上の６名。 「ムズイんだよ・・・」とぼやく仕掛け人たち。
淳とザキヤマは、その偽番組をウォッチングし、偽番組を進行するアナウンサーに指示を入れ、ターゲットや仕掛け人たちを翻弄する。
果たして、絶対勝ち残る尾形と共に、最終ステージまで進む❝実質１位❞の男は誰なのか？
そして、優勝する尾形には最後、サプライズプレゼントが！！
尾形をダマしながらも、ウラで繰り広げられる仕掛け人同士のガチ争い・・・「普通のドッキリが出来なくなってきている」と、淳が言うくらい、
進化し続けるロンハーの、ニュードッキリをお楽しみ下さい！！ 【出演】田村淳（ロンドンブーツ1号2号）／山崎弘也（アンタッチャブル）／都丸紗也華／ 小宮浩信（三四郎）、濱家隆一（かまいたち）、パンサー、村上健志（フルーツポンチ）、森田哲矢（さらば青春の光）／野上慎平（テレビ朝日アナウンサー）【50音順】 

             ";2020-06-16
